order_id,customer_id,product,category,region,quantity,sales,cost,order_date
834,3675,Printer,Office,North,5,41022,26034.58,2026-01-28
835,1527,Laptop,Electronics,South,2,4577,3209.08,2026-04-02
836,4870,Phone,Electronics,South,5,39644,26474.48,2026-04-02
837,4380,Laptop,Electronics,South,3,32756,24281.9,2026-04-25
838,3748,Mouse,Accessories,West,3,37420,30973.4,2025-06-13
839,3408,Laptop,Electronics,South,2,27133,14098.2,2026-03-21
840,2479,Keyboard,Accessories,West,3,19827,13747.46,2026-01-09
841,1983,Laptop,Electronics,North,5,34386,26478.64,2026-02-06
842,1363,Phone,Electronics,South,2,48012,41120.19,2026-01-25
843,4967,Laptop,Electronics,West,2,3170,2179.21,2025-12-23
844,3111,Monitor,Electronics,North,4,6639,3789.26,2025-05-28
845,2478,Monitor,Electronics,North,4,45298,32725.24,2025-10-20
846,3867,Printer,Office,South,4,16337,12329.88,2025-08-06
847,4731,Printer,Office,East,3,18921,12829.45,2025-07-29
848,4685,Printer,Office,East,5,7458,4175.82,2025-09-12
849,3610,Mouse,Accessories,West,1,22200,14859.99,2026-04-23
850,4806,Monitor,Electronics,South,1,19822,16024.9,2026-02-04
851,2240,Printer,Office,South,3,41362,27377.64,2025-09-01
852,1749,Phone,Electronics,North,3,19407,15284.1,2025-10-31
853,4855,Mouse,Accessories,East,2,44384,33022.62,2025-12-05
854,3170,Printer,Office,East,4,41317,24229.96,2026-01-26
855,4137,Monitor,Electronics,North,1,24940,14244.82,2025-08-21
856,3268,Printer,Office,North,5,9685,5194.26,2025-11-13
857,1980,Printer,Office,North,3,8126,6884.82,2025-08-21
858,4933,Laptop,Electronics,South,3,2819,1564.47,2025-08-18
859,4559,Phone,Electronics,South,3,46423,29992.27,2025-08-14
860,1585,Laptop,Electronics,East,1,30989,17735.09,2025-08-20
861,2641,Monitor,Electronics,East,3,43134,37614.24,2025-05-08
862,3850,Mouse,Accessories,South,1,31240,27463.33,2026-01-14
863,2061,Keyboard,Accessories,East,3,23061,18597.97,2026-04-24
864,2379,Monitor,Electronics,East,5,28759,19551.53,2026-01-27
865,4332,Phone,Electronics,South,5,38573,23760.7,2025-07-28
866,2811,Phone,Electronics,West,1,9425,7032.37,2026-01-03
867,3586,Laptop,Electronics,South,2,17547,9650.74,2025-09-14
868,4608,Monitor,Electronics,West,3,31791,26986.3,2026-03-08
869,4589,Laptop,Electronics,South,4,2619,2239.74,2025-07-09
870,2622,Keyboard,Accessories,East,2,33396,21263.04,2025-11-04
871,4976,Laptop,Electronics,North,4,16110,10112.51,2025-07-12
872,4698,Laptop,Electronics,North,3,12512,6610.51,2025-08-14
873,4886,Printer,Office,West,4,38452,32215.81,2025-08-26
874,1781,Laptop,Electronics,West,4,29272,17123.68,2026-01-17
875,3146,Phone,Electronics,North,1,9427,4974.36,2025-05-24
876,3708,Mouse,Accessories,East,2,15325,8709.59,2025-05-11
877,3247,Mouse,Accessories,East,3,11812,8748.76,2025-07-03
878,4476,Monitor,Electronics,North,2,14011,7529.83,2026-01-10
879,2522,Monitor,Electronics,South,1,21165,19006.28,2025-09-30
880,1847,Phone,Electronics,South,2,37305,25531.24,2025-09-29
881,1232,Printer,Office,East,3,4785,2556.38,2026-04-30
882,2527,Printer,Office,South,5,41730,27290.09,2025-07-24
883,3345,Mouse,Accessories,North,2,15002,11380.66,2026-04-09
884,2429,Laptop,Electronics,West,5,36653,19449.31,2026-01-21
885,4750,Keyboard,Accessories,South,3,32345,26877.31,2026-03-13
886,4981,Monitor,Electronics,North,4,24740,15031.7,2026-03-05
887,1318,Mouse,Accessories,North,2,37913,25800.51,2026-01-09
888,2828,Printer,Office,West,4,28216,20330.43,2025-06-06
889,1934,Phone,Electronics,East,4,43537,37587.22,2025-08-20
890,1491,Keyboard,Accessories,North,3,6532,5790.34,2025-12-12
891,1457,Printer,Office,West,3,6502,4992.77,2025-07-19
892,1653,Keyboard,Accessories,East,2,40077,28853.48,2025-05-19
893,2160,Mouse,Accessories,East,2,32190,25846.01,2025-12-26
894,2604,Printer,Office,South,5,7423,4134.7,2025-10-23
895,3319,Phone,Electronics,South,3,6890,3768.14,2026-02-15
896,4115,Monitor,Electronics,South,1,22951,13499.82,2025-10-26
897,3686,Printer,Office,West,4,3170,1702.5,2026-02-09
898,2568,Laptop,Electronics,West,5,11737,7712.16,2025-10-24
899,3173,Mouse,Accessories,North,2,39419,23852.61,2025-11-20
900,3346,Phone,Electronics,South,2,19591,15852.16,2026-04-11
901,2210,Laptop,Electronics,North,5,40308,31391.2,2026-04-06
902,2239,Phone,Electronics,South,1,15381,12730.23,2026-04-19
903,3974,Printer,Office,South,2,15079,8901.95,2025-10-28
904,4272,Mouse,Accessories,South,2,48746,29526.11,2025-06-18
905,2897,Monitor,Electronics,East,3,21938,13194.06,2025-12-16
906,3861,Printer,Office,South,2,33818,22065.54,2026-01-31
907,1261,Printer,Office,East,4,27842,15136.06,2025-11-08
908,4516,Mouse,Accessories,East,3,35619,19327.99,2025-06-18
909,3337,Laptop,Electronics,East,4,46378,23989.32,2026-04-17
910,1119,Mouse,Accessories,North,3,35574,28051.24,2025-08-12
911,1535,Phone,Electronics,West,5,4412,2873.33,2025-05-07
912,4825,Laptop,Electronics,South,1,32296,24768.47,2025-11-28
913,4121,Phone,Electronics,North,5,8550,7272.33,2026-02-15
914,1699,Laptop,Electronics,South,3,17028,13314.1,2026-01-23
915,4967,Monitor,Electronics,East,1,48462,39852.96,2025-09-10
916,4700,Printer,Office,North,2,779,440.3,2025-06-08
917,3460,Keyboard,Accessories,East,5,35641,23532.0,2025-09-04
918,3921,Monitor,Electronics,North,1,45717,37677.29,2026-01-30
919,2286,Monitor,Electronics,East,4,17924,15731.48,2025-10-22
920,1566,Mouse,Accessories,East,5,4367,3509.04,2026-04-27
921,4643,Keyboard,Accessories,East,4,45847,26591.93,2026-02-26
922,1457,Printer,Office,North,4,14578,9070.25,2025-06-27
923,3996,Mouse,Accessories,North,3,41935,28860.28,2026-01-10
924,2367,Monitor,Electronics,North,3,8747,7395.39,2025-10-16
925,2851,Monitor,Electronics,East,4,24357,17789.49,2026-04-06
926,4085,Laptop,Electronics,East,1,14764,10550.43,2025-06-03
927,1326,Printer,Office,West,2,28836,20744.24,2026-01-14
928,1287,Printer,Office,West,2,14517,10891.04,2025-09-01
929,2768,Keyboard,Accessories,North,1,10150,6728.51,2026-03-02
930,3352,Phone,Electronics,East,1,1272,801.51,2025-06-01
931,4832,Laptop,Electronics,North,3,16692,9559.02,2025-11-21
932,4754,Phone,Electronics,South,1,46144,34810.95,2025-05-06
933,3409,Monitor,Electronics,East,5,14915,7511.82,2026-01-21
934,3449,Phone,Electronics,North,3,42270,25617.01,2025-08-10
935,3398,Monitor,Electronics,South,5,13460,7304.5,2025-07-26
936,2671,Mouse,Accessories,South,2,8304,4823.63,2026-03-11
937,2055,Printer,Office,East,1,44945,27063.43,2025-12-26
938,4898,Monitor,Electronics,East,5,9931,7660.05,2025-12-24
939,1866,Monitor,Electronics,West,3,38921,22043.14,2025-12-02
940,3414,Phone,Electronics,North,3,5912,4113.41,2025-07-16
941,3229,Printer,Office,North,2,13393,7823.15,2025-06-15
942,1505,Printer,Office,North,5,16078,10589.57,2025-07-13
943,3824,Laptop,Electronics,North,4,25872,22439.63,2025-11-12
944,2943,Phone,Electronics,West,3,41245,36623.89,2025-09-04
945,1045,Monitor,Electronics,East,3,10317,5671.25,2025-05-16
946,1262,Monitor,Electronics,South,3,5778,3884.38,2025-10-25
947,2282,Phone,Electronics,South,5,41351,26998.27,2026-02-24
948,4891,Phone,Electronics,South,4,16119,12553.72,2026-03-03
949,2967,Laptop,Electronics,South,1,46730,35961.39,2026-05-04
950,1682,Printer,Office,East,1,17334,11530.33,2025-09-06
951,4806,Monitor,Electronics,South,3,2798,2095.87,2026-02-28
952,2113,Mouse,Accessories,West,2,32637,21337.57,2025-09-14
953,4238,Mouse,Accessories,North,1,48304,26982.16,2025-06-03
954,2827,Keyboard,Accessories,West,5,11055,6961.5,2026-04-06
955,1704,Monitor,Electronics,South,1,48813,25155.42,2026-01-03
956,4100,Laptop,Electronics,North,5,25138,22095.0,2026-02-05
957,2356,Monitor,Electronics,South,5,39298,21030.18,2026-04-12
958,3161,Mouse,Accessories,South,2,43280,24526.59,2026-04-21
959,3718,Laptop,Electronics,West,1,37099,33082.78,2026-04-04
960,3712,Phone,Electronics,South,4,17168,12289.64,2026-02-28
961,1538,Mouse,Accessories,East,2,4176,3181.32,2026-01-20
962,4390,Phone,Electronics,West,5,38012,24201.05,2026-03-01
963,3869,Monitor,Electronics,East,5,34707,23017.13,2025-12-26
964,2210,Printer,Office,North,2,16201,9282.92,2026-04-30
965,4208,Printer,Office,North,4,18015,15975.7,2025-10-23
966,3084,Laptop,Electronics,South,3,43631,29110.37,2025-12-27
967,1839,Keyboard,Accessories,South,3,25856,17462.43,2025-10-23
968,3604,Phone,Electronics,West,1,28607,22984.82,2026-03-12
969,3838,Keyboard,Accessories,East,4,25562,20258.61,2025-09-07
970,3523,Printer,Office,South,2,5714,3542.89,2025-12-11
971,3911,Laptop,Electronics,North,1,32351,17024.45,2025-06-06
972,1807,Laptop,Electronics,East,5,34040,22338.36,2025-10-18
973,4111,Printer,Office,East,4,11056,7720.76,2026-02-21
974,1414,Phone,Electronics,East,5,20975,17641.57,2025-09-26
975,2386,Printer,Office,East,2,36902,29769.88,2026-01-25
976,1340,Mouse,Accessories,North,1,27548,15544.86,2025-12-25
977,4619,Printer,Office,East,3,26275,22838.53,2025-05-10
978,1949,Laptop,Electronics,West,5,36583,23321.24,2025-06-24
979,3602,Phone,Electronics,East,1,2190,1531.73,2026-03-27
980,3898,Monitor,Electronics,East,5,9605,5240.46,2026-02-13
981,4018,Mouse,Accessories,West,3,4876,4034.01,2025-09-23
982,3986,Keyboard,Accessories,North,3,45610,24912.66,2025-12-12
983,2488,Phone,Electronics,South,1,2765,1519.23,2026-01-27
984,2552,Laptop,Electronics,West,1,24460,18857.94,2026-03-26
985,2778,Laptop,Electronics,East,5,3694,2718.13,2025-08-14
986,1900,Mouse,Accessories,South,1,1116,593.67,2025-08-31
987,2264,Keyboard,Accessories,North,2,10291,7943.31,2025-05-11
988,2671,Monitor,Electronics,East,1,19836,11058.56,2025-11-15
989,4318,Printer,Office,North,2,6344,5309.86,2026-05-04
990,1210,Laptop,Electronics,North,1,9015,4978.96,2025-08-30
991,3412,Monitor,Electronics,North,5,29938,24020.2,2026-01-15
992,3818,Mouse,Accessories,North,2,37781,26730.83,2025-05-15
993,1971,Printer,Office,East,1,29765,22516.47,2026-01-12
994,3138,Phone,Electronics,North,1,21748,18165.34,2026-03-07
995,3344,Keyboard,Accessories,East,2,5742,3752.36,2025-05-14
996,3667,Monitor,Electronics,West,4,44690,36681.59,2025-06-27
997,4699,Keyboard,Accessories,East,3,28259,15125.72,2025-05-16
998,3025,Phone,Electronics,West,2,8158,6634.33,2025-09-03
999,1342,Printer,Office,South,1,32855,23719.57,2025-10-28
1000,3406,Printer,Office,East,4,12337,8044.44,2026-03-09
